NCT ID,ICD-10 Codes
NCT02762708,"['E08.00', 'E66.01', 'K95.81', 'O26.00']"
NCT02762981,"['C25.3', 'E70.320', 'H18.52', 'T50.7']"
NCT02763384,['C83.50']
NCT02763566,"['C43.52', 'E70.320', 'T50.7']"
NCT02763644,['M31.1']
NCT02764333,"['B08.010', 'E28.0']"
NCT02764489,['D68.311']
NCT02764541,"['C22.0', 'C43.52']"
NCT02764801,"['P59.20', 'P96.2']"
NCT02765165,"['A04.71', 'A06.6', 'C81.09', 'D70.1', 'G47.21', 'L51.0', 'Z00.6']"
NCT02765802,['A51.45']
NCT02766023,"['A04.0', 'N76.0']"
NCT02766465,"['A18.17', 'C96.0', 'G47.21', 'M83.5', 'R97.0']"
NCT02766478,['A18.14']
NCT02766582,['E28.0']
NCT02767128,"['D46.0', 'Y99.2']"
NCT02767869,"['A81.81', 'E16.0', 'E88.81', 'H53.71']"
NCT02767934,"['C83.50', 'F20.5']"
NCT02768662,['H81.09']
NCT02768701,['E70.320']
NCT02768792,['C90.10']
NCT02769312,"['H26.101', 'H44.601', 'R68.13', 'R94.01']"
NCT02769624,['A50.01']
NCT02769832,"['D70.1', 'R77.0']"
NCT02770014,"['D70.1', 'L51.2']"
NCT02770170,['A51.44']
NCT02770365,['A50.44']
NCT02770391,"['A18.14', 'D55.1']"
NCT02770625,['E75.22']
NCT02770716,"['C22.8', 'K76.7']"
NCT02770807,"['A17.0', 'A39.1', 'G11.0', 'P74.2']"
NCT02770820,"['C90.10', 'D46.20', 'D63.0', 'D72.820', 'E70.321']"
NCT02771197,['C90.10']
NCT02771210,"['A18.4', 'L40.51', 'M67.00']"
NCT02771340,"['C00.0', 'C43.0']"
NCT02771366,"['D55.1', 'G31.84', 'M83.5']"
NCT02771626,"['C22.0', 'C43.0', 'D55.1', 'D70.1', 'P59.3']"
NCT02772081,"['A15.0', 'O77.1']"
NCT02772276,"['A18.11', 'M32.14']"
NCT02772965,['Z68.51']
NCT02773212,"['A69.22', 'R45.84']"
NCT02773238,"['C22.0', 'D70.1']"
NCT02773732,['C90.10']
NCT02773849,"['B36.0', 'B44.0']"
NCT02774226,"['G47.33', 'Q25.44']"
NCT02774681,"['A04.71', 'C22.0', 'C43.52', 'E28.0', 'E70.320', 'E70.321', 'T50.7']"
NCT02775240,['P35.1']
NCT02775695,"['C25.3', 'C96.4', 'D70.1', 'K12.31']"
NCT02775851,['C43.0']
NCT02775903,"['C90.10', 'C96.0', 'D46.1', 'Y38.0']"
NCT02776735,['D61.3']
NCT02777268,['Z76.2']
NCT02777385,"['A67.1', 'C22.0', 'C25.0', 'G47.22', 'G47.32', 'J70.0']"
NCT02777554,['Z76.2']
NCT02778100,['D83.0']
NCT02778113,['Z76.2']
NCT02778204,"['A02.0', 'H50.21']"
NCT02779777,['D46.1']
NCT02779855,"['C22.0', 'C43.52', 'E28.0', 'E70.320', 'T50.7']"
NCT02780115,['H52.4']
NCT02780401,"['A71.0', 'C43.52', 'E70.320', 'E70.321', 'O77.8']"
NCT02780609,"['C90.02', 'C96.0', 'G47.32']"
NCT02780713,"['C43.52', 'Y38.0', 'Z76.2']"
NCT02781311,['A51.32']
NCT02781454,['G12.21']
NCT02781480,['A50.01']
NCT02781506,['C22.0']
NCT02781584,['K75.81']
NCT02781844,['E20.9']
NCT02782104,['F25.1']
NCT02782468,"['C90.10', 'D46.1', 'K12.31']"
NCT02782715,['C22.0']
NCT02782741,['E74.00']
NCT02782949,"['C22.0', 'K29.41']"
NCT02783066,['E08.21']
NCT02783300,"['A18.13', 'C22.0', 'C43.0', 'C81.00', 'C81.09', 'C96.0', 'D70.1']"
NCT02783482,['Z05.41']
NCT02783690,['C43.52']
NCT02783820,"['B50.0', 'C18.2']"
NCT02784171,['C45.9']
NCT02784288,"['B08.21', 'C96.0', 'H40.011', 'R13.12']"
NCT02784535,"['I95.1', 'T43.211']"
NCT02785406,"['F06.4', 'F10.182', 'F14.10', 'P04.41']"
NCT02786498,"['D51.0', 'G57.20', 'I80.231', 'M21.751', 'M21.761', 'M48.40']"
NCT02786810,"['A02.29', 'K21.0']"
NCT02786836,"['B50.8', 'D61.89', 'E51.2', 'R06.02']"
NCT02787005,"['A41.02', 'G93.82']"
NCT02788201,"['A18.12', 'C22.0', 'C96.0']"
NCT02788357,"['B08.21', 'F44.4', 'H44.601', 'Y92.84']"
NCT02788513,['A18.17']
NCT02788981,"['C43.52', 'E70.320', 'G47.22', 'T50.7']"
NCT02789345,"['D70.1', 'L51.2']"
NCT02789657,"['C43.52', 'E70.321']"
NCT02790034,['A39.1']
NCT02790073,"['A18.17', 'D55.1', 'E88.81', 'H33.041', 'L94.2', 'M61.20', 'M65.20', 'N18.6']"
NCT02791230,"['A36.81', 'E85.4', 'H11.011']"
NCT02791945,"['F98.0', 'H26.101', 'Z77.010']"
NCT02792062,"['K12.31', 'N92.4']"
NCT02792192,['A18.12']
NCT02792829,"['S43.421', 'Z76.2']"
NCT02793622,['B50.0']
NCT02793856,"['D69.3', 'D70.1', 'I25.710']"
NCT02794285,"['H01.121', 'L93.2']"
NCT02794428,"['A04.0', 'I86.4', 'K29.00']"
NCT02794441,['G43.001']
NCT02794766,"['A07.0', 'R19.6']"
NCT02794883,"['A04.71', 'C00.0']"
NCT02795117,['L71.9']
NCT02795156,"['A21.3', 'C22.0', 'K12.31']"
NCT02795182,"['C81.00', 'C90.10', 'D46.0']"
NCT02795429,"['D70.1', 'G47.21', 'P59.20', 'P59.3']"
NCT02795676,"['A18.17', 'M32.14', 'R80.9']"
NCT02795780,['G30.9']
NCT02796001,['Z76.2']
NCT02796391,"['F17.200', 'F17.210', 'Y36.810']"
NCT02797171,['A02.0']
NCT02797184,['I50.1']
NCT02797470,"['A02.29', 'A04.71', 'C81.00', 'C82.00']"
NCT02797951,"['A07.0', 'A66.7', 'A69.22', 'B02.22', 'F45.41', 'G44.019', 'G44.029']"
NCT02797964,"['A41.02', 'C22.0', 'D46.0', 'D70.1', 'D72.0', 'E72.20', 'F43.0', 'G47.21', 'G47.22', 'P59.3', 'T38.0']"
NCT02798120,['L70.0']
NCT02798471,"['A21.2', 'H34.821', 'I24.0', 'O88.211', 'Z68.51']"
NCT02798523,"['D81.2', 'F55.3', 'T38.0', 'Z05.41']"
NCT02798536,"['C45.9', 'K12.31']"
NCT02798978,"['C96.0', 'D70.1', 'Y38.0']"
NCT02799069,['L57.0']
NCT02799082,['L57.0']
NCT02799290,['F01.50']
NCT02799472,"['D51.0', 'M05.10', 'R49.0', 'T39.95']"
NCT02799602,['Z19.1']
NCT02799745,"['A18.14', 'F63.0', 'P96.2', 'Z30.40']"
NCT02800148,['L71.9']
NCT02801370,"['B37.84', 'H60.339']"
NCT02801669,"['C14.0', 'D51.0', 'D68.32', 'I48.0']"
NCT02802228,"['K70.30', 'K76.6']"
NCT02802501,"['B50.0', 'B51.0', 'B51.9', 'K12.31', 'N52.31', 'Y38.0']"
NCT02802592,"['I31.4', 'Z47.1']"
NCT02802631,"['A02.0', 'Z76.2']"
NCT02802735,['Z76.2']
NCT02803203,"['A06.5', 'D70.1']"
NCT02803229,"['F12.10', 'F90.0']"
NCT02804399,"['E09.00', 'Z76.2']"
NCT02805257,"['A51.31', 'B73.02']"
NCT02805660,"['C81.09', 'D70.1', 'G47.21', 'G47.22', 'P59.3', 'Z29.11']"
NCT02805725,"['C22.4', 'G47.21', 'G47.22', 'R94.113']"
NCT02805790,['E88.40']
NCT02805972,"['E66.01', 'F50.81']"
NCT02806232,['B65.0']
NCT02806414,['L71.9']
NCT02806544,"['A18.82', 'C43.52', 'C96.0', 'G47.22', 'Y93.24']"
NCT02806895,"['G47.33', 'K03.0', 'Z02.4']"
NCT02806908,"['G47.419', 'K03.0', 'Z02.4']"
NCT02806947,"['A06.0', 'H40.011', 'H40.041']"
NCT02806973,['E08.00']
NCT02807272,['C92.50']
NCT02807454,"['C90.02', 'D46.0', 'G47.21', 'H40.011', 'H53.32']"
NCT02807558,"['C90.10', 'C92.40', 'C94.6']"
NCT02807636,"['A18.12', 'C22.0']"
NCT02807844,"['C00.0', 'C25.3', 'C43.0', 'D47.2', 'E70.320', 'G47.22', 'N85.00']"
NCT02807883,"['C00.0', 'C83.50', 'T86.00']"
NCT02808143,"['A04.71', 'A18.12', 'C22.0']"
NCT02808312,"['K75.81', 'K80.30']"
NCT02808429,"['A18.17', 'A36.84', 'N04.2', 'R80.9']"
NCT02808650,"['A04.71', 'D46.0', 'E71.520']"
NCT02808819,"['A07.0', 'A15.0', 'G47.33', 'J45.20']"
NCT02808871,['A50.31']
NCT02809053,['C82.00']
NCT02809118,"['A07.0', 'A66.7', 'A69.22', 'F30.10', 'F80.4', 'G44.051', 'H90.0', 'H93.011', 'M10.30', 'R20.0']"
NCT02809131,"['A02.29', 'E34.51', 'G90.01', 'I49.5', 'I50.20']"
NCT02810392,['G46.3']
NCT02810418,"['C25.3', 'C96.0', 'D68.312', 'G47.22']"
NCT02810457,"['C22.0', 'D70.1']"
NCT02810951,['Q81.2']
NCT02810964,"['F20.5', 'F25.0']"
NCT02811263,"['P91.819', 'R09.01']"
NCT02811744,['M10.30']
NCT02811861,"['C22.0', 'E08.37', 'G47.21', 'I44.0']"
NCT02812342,"['A51.32', 'L63.1', 'L63.9']"
NCT02813070,"['G30.9', 'M10.30', 'Z76.2']"
NCT02814656,"['E73.0', 'G47.33', 'T37.2', 'T41.0', 'T50.7', 'V17.0']"
NCT02814708,"['A02.1', 'A48.3', 'T80.52']"
NCT02814916,"['A02.0', 'A04.0', 'A05.0', 'A41.01']"
NCT02815267,"['L70.0', 'L70.9']"
NCT02815280,"['L70.0', 'L70.9']"
NCT02815644,['Z76.2']
NCT02815670,['D78.01']
NCT02816346,"['A03.0', 'Z76.2']"
NCT02817464,['Z30.012']
NCT02819011,"['A01.04', 'A18.2', 'D70.1', 'D78.11', 'E08.00', 'H33.041', 'I70.233', 'R26.0', 'R29.6', 'R46.6', 'V00.111', 'Z73.6']"
NCT02819297,"['K59.04', 'K59.09']"
NCT02819310,"['K59.04', 'K59.09']"
NCT02819440,['Z76.2']
NCT02819479,"['D61.810', 'I28.0', 'J70.0', 'M23.601', 'T82.01']"
NCT02819518,"['E70.320', 'G93.82']"
NCT02819635,"['A69.0', 'S32.112']"
NCT02819804,['C83.50']
NCT02819843,['C43.0']
NCT02820298,['E08.00']
NCT02821338,"['Z16.12', 'Z76.2']"
NCT02821416,['J45.20']
NCT02821715,['G47.419']
NCT02821754,"['C96.0', 'D47.2', 'D68.51', 'D70.1', 'N52.37', 'P59.20']"
NCT02821832,"['A15.0', 'C90.02', 'D68.51', 'F40.232', 'O26.872']"
NCT02822508,['K59.09']
NCT02822573,"['C43.52', 'E28.0', 'M10.30']"
NCT02823028,"['D37.01', 'F40.10', 'M26.57', 'O99.330', 'Y36.810']"
NCT02823080,['N46.8']
NCT02823145,"['A39.1', 'E51.2', 'G40.001', 'G51.3']"
NCT02824029,"['A04.71', 'D46.0', 'E70.0']"
NCT02824627,['F34.81']
NCT02826486,['C25.3']
NCT02826577,['F40.10']
NCT02826681,['G25.81']
NCT02827877,"['C22.0', 'C43.52']"
NCT02828241,['L71.9']
NCT02828358,"['C83.50', 'C90.10', 'Q97.8']"
NCT02829268,"['A39.1', 'A50.44', 'E08.00', 'F43.0', 'G11.0']"
NCT02829307,"['F43.8', 'H40.011', 'W88.1']"
NCT02829723,"['G47.21', 'G47.22']"
NCT02829957,"['N91.0', 'O88.211']"
NCT02830594,"['C00.0', 'C22.0', 'I85.00', 'I86.4']"
NCT02830880,"['A18.14', 'A59.00', 'R90.0', 'Y80.0']"
NCT02831257,['Q85.00']
NCT02831283,"['G30.9', 'H01.9', 'M10.30']"
NCT02831569,['F45.41']
NCT02831933,"['C00.0', 'C22.0', 'C43.0', 'D70.1', 'K12.31', 'Z29.11']"
NCT02832037,['F20.5']
NCT02832063,['L70.0']
NCT02832167,['D70.1']
NCT02832375,['H53.71']
NCT02833805,"['C79.51', 'D61.01', 'D61.89', 'T86.00']"
NCT02833844,"['A02.29', 'A08.0', 'C22.8', 'E78.2', 'G44.001']"
NCT02833857,['E21.0']
NCT02833948,"['A07.0', 'A18.17', 'A50.54', 'G97.2', 'H04.541', 'I24.0', 'O24.410', 'Z47.1']"
NCT02834052,"['C81.09', 'D47.2', 'D70.1', 'P59.3', 'Z05.41', 'Z29.11']"
NCT02834403,"['C43.52', 'E70.320', 'T65.5']"
NCT02834780,"['B15.0', 'C22.0', 'C96.0', 'D70.1', 'M89.20', 'P59.20', 'T50.7']"
NCT02834793,"['A39.1', 'O24.410']"
NCT02834975,"['A18.31', 'C57.00', 'H18.52']"
NCT02836470,"['A21.3', 'A42.1', 'E84.11', 'G96.12', 'H05.331', 'K94.10', 'Z98.0']"
NCT02837029,['P59.20']
NCT02837042,"['C22.0', 'C44.02', 'Q54.1']"
NCT02837952,"['F45.41', 'P03.0']"
NCT02838628,['L57.0']
NCT02838901,"['A52.00', 'G45.0', 'G46.3']"
NCT02838979,"['A06.1', 'A18.17', 'A50.54', 'E88.40', 'H18.51', 'M62.84']"
NCT02839161,"['A02.29', 'B08.010', 'B76.0']"
NCT02839265,['D70.1']
NCT02839343,"['A30.2', 'C25.3']"
NCT02839707,"['A04.71', 'C22.0', 'C57.00', 'E28.0', 'F20.3', 'K65.1']"
NCT02839720,"['A06.7', 'A50.44', 'Q85.00']"
NCT02839772,['H02.851']
NCT02839798,"['A69.22', 'B44.0', 'F25.0', 'F25.1', 'F31.0', 'H44.601', 'P91.4']"
NCT02840097,"['D78.01', 'P11.0']"
NCT02840461,['E08.3311']
NCT02840474,"['A02.29', 'A08.0', 'D68.312', 'D72.810', 'T37.5']"
NCT02840799,"['E73.0', 'I50.1']"
NCT02840916,"['E66.01', 'O71.2', 'W90.2']"
NCT02841033,['E85.0']
NCT02841280,"['E27.1', 'G93.2']"
NCT02841579,['D70.1']
NCT02841774,"['A02.29', 'I21.01']"
NCT02843074,"['C90.02', 'D50.0', 'I25.710']"
NCT02844439,"['A04.71', 'A06.6']"
NCT02844777,"['A18.4', 'A51.49', 'C22.0', 'L57.0', 'T49.8']"
NCT02844816,"['A04.71', 'C22.0']"
NCT02844933,['A39.1']
NCT02845297,['C90.10']
NCT02845336,['A18.81']
NCT02846532,"['D78.01', 'I24.0', 'O88.211']"
NCT02846545,['E08.00']
NCT02846883,"['A42.1', 'A52.01']"
NCT02847598,['H01.121']
NCT02848079,['C96.0']
NCT02849457,['C81.10']
NCT02849587,"['A05.0', 'D72.823', 'E87.70', 'F12.10', 'F16.183', 'M10.30', 'Q92.0', 'R06.02', 'Z02.4']"
NCT02849704,"['B25.2', 'C25.3', 'E27.1']"
NCT02849743,"['D55.1', 'E23.3']"
NCT02850016,['D68.312']
NCT02850601,"['L28.0', 'L43.9']"
NCT02851108,"['B50.0', 'L87.0']"
NCT02851173,"['M10.30', 'Z76.2']"
NCT02851407,"['C96.0', 'H04.531', 'N52.02', 'T86.00']"
NCT02851797,['G71.0']
NCT02852655,"['A06.6', 'D70.1']"
NCT02852824,['Z76.2']
NCT02853136,['Z76.2']
NCT02853305,"['A69.29', 'G93.82']"
NCT02853318,"['A04.71', 'C57.00', 'E28.0', 'F20.3', 'K65.1']"
NCT02853344,"['C22.0', 'G93.82']"
NCT02853435,"['A02.0', 'H95.121', 'Y93.24', 'Z63.6']"
NCT02854059,"['A52.2', 'D69.3']"
NCT02854436,"['A18.14', 'A41.02', 'B38.81', 'D72.0', 'D84.0', 'P59.3']"
NCT02854527,['Z76.2']
NCT02855086,['C00.0']
NCT02855164,"['G47.21', 'K75.81']"
NCT02855203,['C22.0']
NCT02855268,"['A18.17', 'A51.44', 'D56.4', 'Q87.81']"
NCT02855944,"['A18.17', 'A41.02', 'C57.00', 'D50.0', 'E28.0', 'G47.22', 'H10.231', 'H11.241', 'H18.52', 'H26.121', 'K65.1', 'P59.3', 'Y76.0', 'Z19.1']"
NCT02856113,"['E08.00', 'K12.31']"
NCT02856581,['C22.0']
NCT02856594,"['F10.182', 'H18.811']"
NCT02858076,"['E08.3511', 'H43.13']"
NCT02858193,['J20.0']
NCT02858726,"['F11.10', 'I95.3', 'L29.0']"
NCT02858895,"['A04.71', 'A06.6', 'A81.2', 'C00.0', 'C82.00', 'D70.1', 'L51.0', 'Z29.11']"
NCT02859064,"['A21.3', 'K12.31']"
NCT02859324,"['G47.21', 'P59.20', 'Y38.0']"
NCT02859415,"['A06.4', 'C45.9', 'C46.0', 'C96.0', 'D70.1', 'I85.00']"
NCT02859441,"['A39.1', 'D18.00', 'G44.051']"
NCT02859558,['A02.29']
NCT02860000,"['C22.0', 'C43.52', 'E70.320', 'N95.0', 'Z17.1']"
NCT02860039,"['C00.0', 'C96.0']"
NCT02860130,"['A18.11', 'G90.50', 'Z47.1']"
NCT02860286,"['C45.9', 'D84.0']"
NCT02861300,"['C81.09', 'D70.1', 'K50.011']"
NCT02862210,['G31.01']
NCT02862457,"['C22.0', 'C96.0', 'G47.22', 'G93.82']"
NCT02863354,['E08.3511']
NCT02863575,"['F45.41', 'O86.0', 'P03.0', 'T43.615']"
NCT02863809,['E50.2']
NCT02863991,['C90.02']
NCT02864082,"['Q80.2', 'Q80.9']"
NCT02864147,['N42.31']
NCT02864251,['C22.0']
NCT02864368,"['L51.0', 'P35.1', 'Y65.51']"
NCT02864953,"['A06.6', 'A07.0', 'A50.54', 'A52.00', 'D73.5', 'F01.50', 'F63.0', 'G46.3']"
NCT02864992,"['A06.5', 'A21.2', 'A71.0', 'C00.0', 'D70.1', 'G47.22']"
NCT02865018,['G36.0']
NCT02865135,"['C75.0', 'D70.1', 'G54.2']"
NCT02865434,['M05.10']
NCT02865460,"['A06.1', 'A07.0', 'A18.17', 'A66.7', 'A69.22', 'F01.50', 'G31.84', 'G62.81', 'H01.9', 'P96.2', 'T38.1']"
NCT02865720,['D56.4']
NCT02865850,"['A06.1', 'A18.11', 'A50.54', 'A98.5', 'D46.0', 'D56.4', 'E08.37', 'E27.1', 'F60.7', 'G47.21', 'I27.23', 'M10.30', 'Y38.0']"
NCT02865915,"['A51.32', 'E28.2', 'G43.821', 'L68.0', 'L70.9']"
NCT02866721,"['B08.21', 'E84.0']"
NCT02867059,['B50.9']
NCT02867592,"['A04.71', 'C00.0', 'C22.0', 'C22.2', 'C46.0', 'D00.03', 'D46.0', 'E71.520', 'N17.2', 'P59.20']"
NCT02867618,['C81.00']
NCT02867761,"['A15.0', 'A21.2', 'F31.0', 'G47.33']"
NCT02867813,"['E78.00', 'E78.70']"
NCT02868034,"['A17.81', 'J45.990', 'M54.5']"
NCT02869633,"['A04.71', 'A87.2', 'C81.00', 'C82.00', 'D46.0']"
NCT02870348,['D50.0']
NCT02870972,['D56.4']
NCT02871011,"['A02.29', 'A07.0', 'A66.7', 'B35.3', 'B36.0', 'B96.0', 'F60.7', 'L01.1', 'L29.9', 'T65.5']"
NCT02871297,"['E71.521', 'F25.1']"
NCT02871401,"['B08.21', 'J84.112']"
NCT02871492,"['B00.82', 'T49.8']"
NCT02871778,['G24.01']
NCT02871791,"['E70.320', 'L51.2', 'T50.7']"
NCT02872012,['H18.811']
NCT02872116,"['I85.00', 'I86.4']"
NCT02872142,['G12.21']
NCT02872701,"['C96.0', 'D70.1']"
NCT02872714,"['C22.0', 'D70.1', 'M89.20', 'T50.7']"
NCT02872857,['I60.00']
NCT02873195,"['A04.71', 'C22.0', 'D46.0', 'D70.1']"
NCT02873208,"['F20.5', 'Y38.0']"
NCT02873598,"['C16.2', 'C25.3', 'D61.810', 'M26.55']"
NCT02873975,"['D46.0', 'D50.0', 'D68.52', 'G47.22']"
NCT02874014,['A18.14']
NCT02874144,['K51.40']
NCT02875067,['C81.00']
NCT02875860,"['F63.0', 'H05.331', 'H11.411', 'H26.131', 'H34.00', 'H47.031', 'H57.00', 'K42.0', 'K44.0', 'P76.0', 'Q79.0', 'T82.513']"
NCT02876302,"['A18.17', 'C43.52', 'E70.320']"
NCT02876328,"['A98.4', 'B08.010']"
NCT02876640,"['C22.0', 'C43.52']"
NCT02876835,"['A06.1', 'B96.0', 'D46.0', 'D56.4', 'H33.041']"
NCT02877134,['A18.17']
NCT02878057,"['C43.52', 'D57.01', 'E70.320', 'G47.21']"
NCT02878603,['D69.3']
NCT02878785,['C90.10']
NCT02878798,['J84.116']
NCT02879162,['G47.22']
NCT02879305,"['A06.1', 'B08.21', 'B44.7', 'B96.0', 'D46.0', 'D56.4']"
NCT02879318,['C25.3']
NCT02879617,"['D70.1', 'G93.82']"
NCT02879695,"['A04.71', 'C83.50', 'D46.0']"
NCT02880241,['B50.0']
NCT02880319,['D70.1']
NCT02880371,['G47.22']
NCT02880475,"['A06.1', 'C00.0']"
NCT02880540,"['E66.01', 'E71.521', 'F45.41', 'K95.81', 'R78.1']"
NCT02880852,"['H01.121', 'Y38.0']"
NCT02880956,"['A07.0', 'A18.17', 'F01.50', 'G30.9', 'I69.011', 'M10.30']"
NCT02881957,"['A01.01', 'C96.0', 'D18.02', 'E55.9', 'F44.5', 'G46.3', 'G62.81', 'G89.11', 'P11.0']"
NCT02882321,"['A04.71', 'D46.0']"
NCT02882711,"['F25.1', 'F31.0', 'P91.4']"
NCT02883049,"['C83.50', 'C90.10', 'E29.0']"
NCT02883062,"['C22.0', 'C43.52']"
NCT02883452,"['A18.17', 'A69.0']"
NCT02884089,['Z76.2']
NCT02884206,"['A06.1', 'I50.1', 'R49.0']"
NCT02884492,"['G30.9', 'H01.9', 'M10.30']"
NCT02885311,"['A15.7', 'A69.22', 'F10.11', 'K03.0', 'Z59.4', 'Z63.72']"
NCT02885324,"['C00.0', 'C82.00', 'C84.60', 'L51.0']"
NCT02885506,['B50.0']
NCT02886624,['B17.11']
NCT02886715,['L70.0']
NCT02886884,"['C96.4', 'E08.00', 'H18.51']"
NCT02887248,"['A18.12', 'C22.0']"
NCT02887521,"['D70.1', 'G47.33']"
NCT02887859,['A18.2']
NCT02888080,"['A07.0', 'A15.0', 'A21.2', 'D59.0', 'D84.0', 'D86.0', 'D86.3', 'F55.3', 'H01.9', 'T45.1']"
NCT02888743,"['C22.0', 'D70.1']"
NCT02889393,['H04.611']
NCT02889510,"['D84.0', 'E08.00']"
NCT02889562,"['A44.0', 'D68.62', 'G46.3', 'I21.01', 'I23.1', 'I24.0', 'I25.710', 'I48.0']"
NCT02890329,"['A04.71', 'A51.31', 'C94.6', 'D46.0']"
NCT02891070,"['C72.0', 'G96.0']"
NCT02891161,['D70.1']
NCT02891408,['K75.81']
NCT02891447,"['I86.4', 'K65.1']"
NCT02891603,['A18.17']
NCT02891798,"['A50.44', 'F45.41', 'P04.0']"
NCT02891837,"['D68.0', 'F40.230', 'I25.700', 'Z00.6', 'Z68.51']"
NCT02892019,['J45.20']
NCT02892110,"['F19.10', 'K12.31']"
NCT02892149,"['A06.1', 'A18.11', 'A50.54', 'A98.5', 'D46.0', 'D56.4', 'E08.37', 'E27.1', 'F60.7', 'G47.21', 'I27.23', 'M10.30', 'P59.3', 'Y38.0']"
NCT02892201,['C22.0']
NCT02892409,"['B96.81', 'K12.31']"
NCT02892422,['F20.5']
NCT02892500,['P11.0']
NCT02893553,"['A17.81', 'A52.04', 'C47.0', 'G31.84', 'G90.4', 'G91.2', 'H44.131']"
NCT02894840,['B08.010']
NCT02895360,['C96.0']
NCT02895945,['D68.311']
NCT02896712,['A69.22']
NCT02898077,"['H18.51', 'I44.1', 'I86.4']"
NCT02898207,"['A04.71', 'A41.02', 'C00.0', 'C22.0', 'C57.00', 'D46.0', 'K65.1']"
NCT02898259,['C81.00']
NCT02899078,['D70.1']
NCT02899195,"['C45.0', 'C45.9', 'D68.312']"
NCT02899299,['C45.9']
NCT02899338,['Z76.2']
NCT02899728,['C22.0']
NCT02900352,"['A05.0', 'F10.21', 'Z59.4', 'Z63.72']"
NCT02900560,['H18.52']
NCT02901041,['F10.21']
NCT02901067,"['O88.211', 'P11.0']"
NCT02901275,"['F11.90', 'F12.10', 'F45.41', 'P04.0', 'R78.4', 'Z00.6']"
NCT02901431,['Z16.12']
NCT02901548,"['A05.4', 'A07.0', 'A18.12', 'B08.010', 'C22.0', 'D09.0', 'D46.0']"
NCT02901626,"['A18.16', 'O34.211']"
NCT02901899,"['A04.71', 'K65.1']"
NCT02902237,"['C00.0', 'F01.50']"
NCT02902484,['C25.0']
NCT02903160,"['A18.14', 'A41.02', 'E08.37', 'I44.0', 'N01.0']"
NCT02903355,['D61.810']
NCT02903368,"['A18.14', 'K12.31']"
NCT02903381,['A19.1']
NCT02903511,"['A18.11', 'E28.2', 'M32.14']"
NCT02903771,"['C57.00', 'C96.0', 'K65.1', 'T85.611']"
NCT02903914,"['A18.12', 'C22.0', 'C45.9', 'D55.1', 'D68.311', 'D70.1', 'I86.4', 'K12.31', 'P59.3']"
NCT02904226,"['C81.09', 'D47.2', 'D70.1', 'Z29.11']"
NCT02904902,"['A83.0', 'L73.2', 'Y38.0']"
NCT02904954,"['A15.0', 'C22.0', 'C96.0']"
NCT02905825,['B96.81']
NCT02906202,['D56.1']
NCT02906332,['C90.02']
NCT02906670,['H18.52']
NCT02906813,"['K12.31', 'Z76.2']"
NCT02907073,"['C90.00', 'N85.00']"
NCT02907099,['C25.3']
NCT02907268,"['B96.21', 'G50.1']"
NCT02907359,"['C92.50', 'D46.1']"
NCT02907918,"['C22.0', 'C43.52', 'D70.1']"
NCT02908477,['C10.0']
NCT02908490,"['I70.1', 'M05.10']"
NCT02908529,['G47.33']
NCT02908672,['C43.0']
NCT02908685,['G12.0']
NCT02909153,"['A06.1', 'D46.0', 'K65.1']"
NCT02910063,"['C81.00', 'C90.10', 'D46.0', 'D61.810', 'D70.1', 'F40.232']"
NCT02910219,"['C43.52', 'D61.810']"
NCT02910401,"['B44.81', 'J45.20']"
NCT02910583,"['A87.2', 'C90.10']"
NCT02910726,"['A15.4', 'Z68.51']"
NCT02911116,"['A67.1', 'H44.119', 'H44.131']"
NCT02911285,"['E09.00', 'F10.10', 'F19.10', 'G89.11', 'H26.101', 'V09.01']"
NCT02911688,['B44.81']
NCT02911857,"['A18.17', 'R40.2320']"
NCT02911935,['J21.0']
NCT02912572,['N85.00']
NCT02912650,"['F45.41', 'P03.0']"
NCT02913131,['A18.14']
NCT02913482,['G12.0']
NCT02913612,"['D18.00', 'D18.09']"
NCT02913924,"['E08.37', 'F12.10']"
NCT02914314,"['D46.0', 'G40.001']"
NCT02914379,['Z76.2']
NCT02914522,['A69.0']
NCT02914561,['A18.17']
NCT02914600,['A18.17']
NCT02915263,"['A01.09', 'E08.00', 'G44.051', 'G60.8']"
NCT02915705,['E83.31']
NCT02915744,"['C22.0', 'C43.52']"
NCT02915783,"['C22.0', 'G47.22']"
NCT02916433,['R09.3']
NCT02916693,"['D56.1', 'E28.0', 'N32.81', 'N39.3']"
NCT02916771,['A19.1']
NCT02917265,"['G52.2', 'H01.121']"
NCT02917421,['C43.52']
NCT02918162,['I86.4']
NCT02918292,"['C79.51', 'C96.0', 'D61.01', 'R77.1']"
NCT02918318,['P91.4']
NCT02918357,['A18.14']
NCT02918370,"['F06.30', 'F10.10', 'F10.11', 'F25.0', 'F31.0', 'Z63.72']"
NCT02918617,"['H53.71', 'J39.3', 'K00.0']"
NCT02918864,"['E08.37', 'F40.10', 'F80.82', 'G31.84', 'Y35.001', 'Z16.12']"
NCT02918877,"['A01.09', 'A18.17', 'H35.82', 'I25.700', 'I31.4', 'T41.0', 'T41.1']"
NCT02919072,['O75.82']
NCT02919111,['A18.14']
NCT02919618,"['I42.9', 'I47.2', 'O62.0']"
NCT02919683,['D70.1']
NCT02919696,"['D70.1', 'G47.22', 'P59.3']"
