subdir,checkpoint,roc_auc_mean,roc_auc_std,f1_mean,f1_std,pr_auc_mean,pr_auc_std,precision_mean,precision_std,accuracy_mean,accuracy_std
mse_hint,hint_0.7_0.0_student_6.ckpt,0.6704289259647747,0.008920905882005078,0.6749464940673844,0.008453236643019153,0.7591245063730063,0.010566589977994171,0.7521256678932022,0.01007295547921133,0.6339703095388503,0.008466044821875225
mse_hint,hint_0.7_0.0_student_7.ckpt,0.6695946949170927,0.00998793031140091,0.6846764199151552,0.0098750756704172,0.7541352436733832,0.011181169772645305,0.7561501101744594,0.010147856079226034,0.6423404927353128,0.009202351334793659
mse_hint,hint_0.7_0.0_student_8.ckpt,0.6726386172109178,0.008871847643389802,0.6965925991668728,0.008945578239200561,0.7573213649668208,0.010938180237664357,0.7424411349404282,0.010961405430950257,0.645214782059381,0.008816215709511159
mse_hint,hint_0.7_0.0_student_9.ckpt,0.6693572877526192,0.009200846409822157,0.691260357209127,0.008158255294324115,0.7546816754843756,0.01122817274756643,0.7464864701019229,0.00990854744335851,0.6430985470625397,0.007095502420422986
mse_hint,hint_0.7_0.0_teacher_1.ckpt,0.6590099229964614,0.007171471297077197,0.7324898818383487,0.007803151716310292,0.750915411154,0.01096027270691345,0.6746028452995991,0.011095307469195195,0.6366708780795957,0.008404440082799622
mse_hint,hint_0.7_0.0_teacher_10.ckpt,0.6771837107098999,0.009523615395634375,0.6904243973742633,0.00830010982082932,0.7656762561053025,0.011837104746266156,0.7494253751684888,0.010230788664940219,0.6436828806064434,0.00800238412785748
mse_hint,hint_0.7_0.0_teacher_2.ckpt,0.6720833165095443,0.007736668447212988,0.698056562341244,0.008378502634221897,0.762159473625422,0.011399856715419914,0.7399729973735063,0.01048983246948107,0.645198989260897,0.008512362332978059
mse_hint,hint_0.7_0.0_teacher_3.ckpt,0.6758989232517331,0.008237341066114847,0.7019366423466263,0.008186374847213577,0.7667110303362594,0.009899833561859254,0.7227333921850413,0.010169896070792663,0.6402874289324069,0.007755711325686442
mse_hint,hint_0.7_0.0_teacher_4.ckpt,0.678379037916428,0.00891813784870411,0.7021134231400464,0.007669921704480029,0.7646204477317174,0.011688123644882892,0.7334543521156978,0.01056486054727588,0.6452779532533166,0.007888483081920113
mse_hint,hint_0.7_0.0_teacher_5.ckpt,0.6802773962870061,0.009546724456647728,0.6881916415740851,0.009055866920018198,0.76836651503024,0.011573150693422548,0.750887007881239,0.010455761521262992,0.6426879343019584,0.00916955230792368
mse_hint,hint_0.7_0.0_teacher_6.ckpt,0.674848216927324,0.009389822500824879,0.6756290593972354,0.00917474478372197,0.7665105594046944,0.010325407832099119,0.7619257532884651,0.010402651877297955,0.6382185723310169,0.009582156030479167
mse_hint,hint_0.7_0.0_teacher_7.ckpt,0.6792640255615845,0.009825690687746786,0.6844089936818911,0.0092188917216559,0.7671950338766376,0.010877329566871848,0.7552689372451662,0.010909694164832827,0.6417561591914087,0.009579136208248176
mse_hint,hint_0.7_0.0_teacher_8.ckpt,0.675030069903665,0.009366361506463635,0.6889333481872855,0.008764437405294598,0.7637871382816934,0.011508180006721084,0.7394403788057848,0.010338851469708882,0.6384712571067593,0.008594184972866624
mse_hint,hint_0.7_0.0_teacher_9.ckpt,0.6771353151757191,0.010241067876669722,0.695109957560648,0.008565317947809178,0.7636589114605932,0.011772951721062738,0.7487348653810513,0.010201809444721741,0.6467466835123185,0.008379058215741052
mse_hint,hint_0.8200000000000001_0.02_student_7.ckpt,0.6702581420500594,0.011255579193527005,0.6924468322250691,0.009192077001962328,0.7579222249403181,0.011078951405105538,0.7418743061422608,0.011068987694859264,0.6420088439671511,0.008626049084751515
mse_hint,hint_0.8200000000000001_0.02_teacher_7.ckpt,0.674072779680397,0.008775607096028912,0.686781517872028,0.007390806319150411,0.7613339224142495,0.012100482141091664,0.7659663843412835,0.01012685424041496,0.6475363234365128,0.00683804466507315
mse_hint,hint_0.8400000000000001_0.02_student_8.ckpt,0.6697475220892197,0.01095222500268349,0.714661970677923,0.007345782374444858,0.7579285880333078,0.011351029755974728,0.7225378571852101,0.009658889713517131,0.6495420088439671,0.007222318013034659
mse_hint,hint_0.8400000000000001_0.02_teacher_8.ckpt,0.6754309584498691,0.009301346904492696,0.6991802844136039,0.006577045675091442,0.7564791233571275,0.012373953339375191,0.7366976284972997,0.010368970240565099,0.6445830701200251,0.0063978379007219146
mse_hint,hint_0.8600000000000001_0.02_student_9.ckpt,0.6717828859412228,0.010984954100313287,0.7037968349516827,0.008523400028691343,0.7585689069502374,0.011221383462745592,0.7322556797987818,0.01050395500969964,0.6460044219835754,0.008004238365726975
mse_hint,hint_0.8600000000000001_0.02_teacher_9.ckpt,0.6733248880214833,0.0086487024584041,0.7038816601809434,0.0064700128216543815,0.7563494342197632,0.012025981435265426,0.7367350545913129,0.010156342775308337,0.6480101073910296,0.006365418642401793
mse_hint,hint_0.8800000000000001_0.02_student_10.ckpt,0.67002154252031,0.01141822807272494,0.698812838418412,0.009191516092365596,0.757394464021778,0.01193724131591058,0.7418057921403733,0.010489106674301885,0.6465571699305117,0.008598014901336833
mse_hint,hint_0.8800000000000001_0.02_teacher_10.ckpt,0.6732154411557371,0.008567264265757579,0.6972409633259065,0.006808491010533107,0.7568296419503491,0.012415555266239733,0.7435341053420041,0.009966808124974856,0.6461149715729626,0.006494969583134381
mse_hint,hint_0.8_0.02_student_6.ckpt,0.6703745592763185,0.011123250806350142,0.6977949957397336,0.008517003603945233,0.7617196517182332,0.010675032574441351,0.739569599441859,0.010256569142295667,0.6448515476942512,0.007923138554953076
mse_hint,hint_0.8_0.02_teacher_6.ckpt,0.6742301388799217,0.008222319137564247,0.6941077323891288,0.0072351589014495584,0.7618193583004016,0.010447719690226134,0.7503759443888182,0.009706529281451782,0.6466993051168667,0.006517261434427654
mse_hint,hint_0.92_0.02_student_2.ckpt,0.6732781485892136,0.007515081568245174,0.7239907391317768,0.008491727665248664,0.7662062769816619,0.009581164040930526,0.686686404085221,0.011139013320748513,0.6376500315855969,0.007982224677401546
mse_hint,hint_0.92_0.02_teacher_2.ckpt,0.664413927799799,0.006159167425617321,0.7143025450295657,0.006340227826852821,0.7606423260237445,0.008148679741811143,0.6997764065254111,0.009733152759719315,0.6377447883765004,0.005667744726360289
mse_hint,hint_0.9400000000000001_0.02_student_3.ckpt,0.6785102263947207,0.006977927963637545,0.7182645245087759,0.006962475038902833,0.7681944676936989,0.009580089815493669,0.7196811114796081,0.01069372679186307,0.6508843967150978,0.006107628733798145
mse_hint,hint_0.9400000000000001_0.02_teacher_3.ckpt,0.669550707174039,0.00666838609921029,0.7156097989515622,0.006228483928313837,0.766867936174978,0.00880834554880941,0.706036217395122,0.009003163618582041,0.6420404295641188,0.005337031320626256
mse_hint,hint_0.9600000000000001_0.02_student_4.ckpt,0.6791081904808683,0.007666927258893815,0.7215428581079631,0.006715244686610643,0.7703620408918377,0.010100934787941737,0.7210668207721331,0.010017348640841663,0.6540429564118763,0.005695138019675903
mse_hint,hint_0.9600000000000001_0.02_teacher_4.ckpt,0.6742824506940004,0.0074402686661118374,0.7192723130325043,0.007160119791603017,0.7691114293948894,0.009350831990175017,0.7033970770624912,0.00979404559539433,0.6434144030322173,0.0060595590990638335
mse_hint,hint_0.9800000000000001_0.02_student_5.ckpt,0.680585865217044,0.008892077110290905,0.7015210358953143,0.0075647779971544276,0.768109314081713,0.010456623539614254,0.7453467252563701,0.010950076625821991,0.6499842072015162,0.006769402121984787
mse_hint,hint_0.9800000000000001_0.02_teacher_5.ckpt,0.6792909193371959,0.008103543408425156,0.6993518630968556,0.0070527817201540095,0.7690269289131699,0.010333572047068524,0.7407966819154866,0.009630539184957107,0.6464939987365762,0.006024988843510533
